date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:57:32	15490/15490	---M-Z	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2002:57:32%20GMT	https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW.html	(from )
22:57:33	3091/3091	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202024%2002:57:33%20GMT	https://certcpv2024.ine.gob.bo/robots.txt		(from )
22:57:34	18006/18006	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/img/branding/logo.png	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/img/branding/logo.png	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:35	38846/38846	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/img/favicon/favicon.png	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/img/favicon/favicon.png	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:35	4710/4710	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/vendor/libs/node-waves/node-waves.css?v=1.2.1	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/vendor/libs/node-waves/node-waves23cd.css	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:35	438159/438159	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/vendor/fonts/materialdesignicons.css?v=1.2.1	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/vendor/fonts/materialdesignicons23cd.css	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:35	702351/702351	---MCZ	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/vendor/css/rtl/core.css?v=1.2.1	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/vendor/css/rtl/core23cd.css	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:35	49607/49607	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/vendor/css/rtl/theme-semi-dark.css?v=1.2.1	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/vendor/css/rtl/theme-semi-dark23cd.css	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:35	2811/2811	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/css/base.css?v=1.2.1	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/css/base23cd.css	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:36	6248/6248	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/vendor/css/pages/front-page.css?v=1.2.1	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/vendor/css/pages/front-page23cd.css	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:36	20761/20761	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/vendor/libs/nouislider/nouislider.css?v=1.2.1	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/vendor/libs/nouislider/nouislider23cd.css	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:36	24687/24687	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/vendor/libs/swiper/swiper.css?v=1.2.1	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/vendor/libs/swiper/swiper23cd.css	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:36	6454/6454	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/vendor/libs/toastr/toastr.min.css?v=1.2.1	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/vendor/libs/toastr/toastr.min23cd.css	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:36	6906/6906	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/vendor/libs/perfect-scrollbar/perfect-scrollbar.css?v=1.2.1	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/vendor/libs/perfect-scrollbar/perfect-scrollbar23cd.css	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:37	2396/2396	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/vendor/libs/typeahead-js/typeahead.css?v=1.2.1	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/vendor/libs/typeahead-js/typeahead23cd.css	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:37	16045/16045	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/vendor/libs/spinkit/spinkit.css?v=1.2.1	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/vendor/libs/spinkit/spinkit23cd.css	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:37	98195/98195	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/vendor/libs/animate-css/animate.css?v=1.2.1	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/vendor/libs/animate-css/animate23cd.css	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
22:57:37	11376/11376	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2023:16:04%20GMT	https://certcpv2024.ine.gob.bo/assets/vendor/libs/@form-validation/umd/styles/index.min.css?v=1.2.1	D:/my%20web%20sites/Certcpv2024/certcpv2024.ine.gob.bo/assets/vendor/libs/@form-validation/umd/styles/index.min23cd.css	(from https://certcpv2024.ine.gob.bo/verificar_certificado/pQ3eriiXU5nA53QW)
